char_ngram,count
ፋሾ,15
ፋበ,2
ፋባ,105
ፋብ,3
ፋተ,24
ፋቱ,64
ፋቲ,2
ፋታ,197
ፋቴ,30
ፋት,907
ፋቶ,2
ፋቸ,222
ፋች,377
ፋነ,30
ፋኑ,15
ፋና,214
ፋን,504
ፋኖ,30
ፋኝ,50
ፋኞ,11
ፋክ,69
ፋኸ,15
ፋዊ,13
ፋዋ,2
ፋው,42
ፋዎ,30
ፋየ,1
ፋዬ,6
ፋይ,1200
ፋዮ,15
ፋዱ,15
ፋድ,15
ፋጠ,2
ፋጩ,15
ፋጭ,77
ፋጮ,45
ፋፈ,108
ፋፉ,15
ፋፊ,77
ፋፋ,101
ፋፍ,77
ፋ፦,5
ፌ ,36
ፌሎ,2
ፌር,1
ፌሰ,2
ፌስ,89
ፌብ,35
ፌን,35
ፌክ,1
ፌዘ,2
ፌያ,4
ፌይ,1
ፌደ,2
ፌዴ,18
ፍ ,2845
ፍ(,2
ፍ-,48
ፍ.,1
ፍ/,23
ፍc,2
ፍd,4
ፍe,4
ፍm,9
ፍt,4
ፍu,2
ፍህ,30
ፍለ,320
ፍሉ,20
ፍሊ,2
ፍላ,184
ፍል,204
ፍሎ,214
ፍም,214
ፍረ,281
ፍሩ,767
ፍሪ,169
ፍራ,1655
ፍሬ,629
ፍር,1078
ፍሮ,606
ፍሯ,6
ፍሰ,4
ፍሱ,287
ፍሲ,15
ፍሳ,15
ፍሴ,75
ፍስ,890
ፍሶ,1320
ፍሷ,15
ፍቀ,29
ፍቁ,15
ፍቃ,348
ፍቅ,94
ፍቆ,45
ፍበ,19
ፍባ,60
ፍተ,406
ፍቱ,64
ፍታ,127
ፍት,377
ፍቶ,45
ፍቷ,16
ፍቹ,45
ፍቺ,2
ፍቻ,28
ፍች,45
ፍነ,17
ፍኑ,16
ፍና,214
ፍን,874
ፍኖ,15
ፍኗ,1
ፍኤ,4
ፍኩ,17
ፍክ,32
ፍዋ,4
ፍው,1
ፍየ,138
ፍዩ,1
ፍያ,56
ፍዳ,120
ፍገ,30
ፍጉ,45
ፍጋ,30
ፍግ,30
ፍጠ,520
ፍጡ,211
ፍጣ,1
ፍጥ,263
ፍጨ,4
ፍጭ,17
ፍጹ,390
ፍጻ,105
ፍፁ,33
ፍፋ,30
ፍፌ,2
ፍፍ,1
ፍ፣,2
ፍ”,2
ፎ ,552
ፎህ,30
ፎል,24
ፎም,60
ፎር,43
ፎሴ,2
ፎበ,18
ፎባ,2
ፎት,2
ፎቶ,110
ፎቹ,96
ፎቻ,135
ፎች,474
ፎቿ,17
ፎነ,15
ፎና,30
ፎን,136
ፎካ,34
ፎክ,1
ፎው,154
ፎዎ,167
ፎይ,4
ፎጋ,2
ፎ፣,1
ፏ ,33
ፏል,97
ፏቸ,36
ፏች,30
ፏዷ,15
ፏጨ,15
ፏፉ,15
ፐ_,198
ፐራ,2
ፐሬ,1
ፐር,1
ፐሮ,2
ፐብ,4
ፑ ,4
ፑል,1
ፑር,2
ፒ ,10
ፒሊ,2
ፒሌ,2
ፒተ,3
ፒታ,5
ፒት,20
ፒነ,1
ፒኤ,4
ፒካ,9
ፒው,44
ፒዩ,9
ፒይ,1
ፒዮ,4
ፒጂ,1
ፓ ,6
ፓ),4
ፓለ,6
ፓም,1
ፓራ,2
ፓር,109
ፓሱ,2
ፓሳ,4
ፓስ,33
ፓነ,11
ፓኑ,4
ፓኒ,65
ፓን,91
ፓኖ,2
ፓኪ,6
ፓካ,1
ፓዊ,10
ፓው,81
ፓይ,2
ፓጋ,5
ፔሪ,1
ፔስ,1
ፔቲ,2
ፔች,8
ፔን,29
ፔድ,1
ፕ ,29
ፕሊ,2
ፕላ,22
ፕሌ,20
ፕሎ,8
ፕረ,19
ፕሩ,2
ፕሪ,8
ፕሬ,39
ፕሮ,349
ፕሽ,2
ፕተ,1
ፕቴ,13
ፕን,1
ፕአ,2
ፕኪ,2
ፕዩ,15
ፖለ,120
ፖሊ,68
ፖል,4
ፖሎ,1
ፖም,1
ፖረ,3
ፖራ,14
ፖሬ,4
ፖር,181
ፖስ,30
ፖብ,2
ፖን,3
ፖዚ,1
ፖፕ,1
፡ ,175454
፡፡,1643
። ,57
።m,1
።u,1
፣ ,7544
፣.,2
፣ህ,2
፣መ,2
፣ም,2
፣እ,2
፣ከ,2
፣ፓ,1
፣…,2
፤ ,9556
፥ ,16
፦ ,755
፦%,12
፦c,14
፦d,4
፦f,15
፦g,10
፦i,27
፦k,1
፦m,2
፦o,1
፦p,4
፦r,1
፦s,14
፦t,15
፦u,19
፦v,1
፦w,2
፦y,2
፱ ,16
ក ,5198
ក!,8
"ក""",20
ក%,172
ក',19
ក(,2
ក),130
"ក,",8
ក-,8
ក.,141
ក/,331
ក:,9
ក;,1
ក=,2
ក?,17
ក@,74
ក\,2
ក],4
កa,15
កb,7
កc,142
កd,8
កe,3
កf,9
កg,16
កh,4
កi,4
កj,14
កk,16
កl,3
កm,13
កn,146
កo,6
កp,24
កq,9
កr,10
កs,44
កt,26
កu,9
កv,2
កw,102
កz,3
ក ,5
កក,567
កខ,64
កគ,310
កឃ,343
កង,156
កច,781
កឆ,14
កជ,367
កឈ,17
កញ,638
កដ,609
កឌ,3
កណ,1641
កត,553
កថ,368
កទ,274
កធ,213
កន,1147
កប,1163
កផ,87
កព,129
កភ,18
កម,12012
កយ,41
ករ,4702
កល,864
កវ,561
កស,9118
កហ,91
កឡ,101
កអ,472
កឥ,1
កឧ,3
កឬ,3
កឯ,19
កឲ,9
កា,33128
កិ,806
កី,8
កឹ,1
កឺ,24
កុ,1291
កូ,1909
កួ,68
កើ,3406
កៀ,64
កេ,369
កែ,2225
កៃ,19
កោ,571
កៅ,3
កំ,13669
ក៊,1
ក់,9996
ក៍,100
ក៏,1017
ក័,13
ក្,30933
ក។,29
ក៖,2
កៗ,14
ក​,35464
ខ ,273
ខ%,8
ខ',4
ខ),17
ខ.,1
ខ/,10
ខ@,6
ខa,2
ខb,1
ខc,2
ខd,1
ខe,1
ខh,1
ខk,1
ខn,4
ខo,1
ខp,1
ខq,5
ខr,1
ខs,3
ខក,26
ខខ,89
ខគ,3
ខង,237
ខច,5
ខជ,3
ខដ,1
ខណ,1661
ខត,6
ខទ,4
ខធ,1
ខន,14
ខប,4
ខភ,9
ខម,3
ខយ,2
ខរ,148
ខល,15
ខវ,4
ខស,115
ខហ,1
ខឡ,3
ខអ,1
ខឥ,2
ខឬ,2
ខា,5491
ខិ,56
ខឹ,39
ខឺ,44
ខុ,460
ខូ,374
ខួ,85
ខៀ,149
ខេ,278
ខែ,437
ខៃ,29
ខោ,9
ខំ,123
ខ័,18
ខ្,5328
ខ។,2
ខ៣,2
ខ​,972
គ ,231
"គ""",1
គ%,8
គ),2
"គ,",1
គ.,57
គ/,13
គ@,2
គa,1
គb,1
គc,6
គd,6
គe,2
គg,1
គi,1
គk,1
គl,3
គm,1
គn,9
គr,3
គs,6
គt,2
គw,1
គក,33
គខ,3
គគ,11
គង,612
គច,87
គជ,222
គញ,2
គដ,7
គឌ,2
គណ,769
គត,213
គថ,16
គទ,8
គធ,4
គន,155
គប,25
គផ,2
គព,1
គភ,13
គម,1159
គយ,7
គរ,169
គល,83
គវ,7
គស,33
គហ,2
គឡ,1
គអ,1
គឧ,2
គឬ,1
គា,3233
គិ,488
គី,722
គឹ,19
គឺ,3713
គុ,1108
គូ,1525
គួ,944
គើ,12
គៀ,17
គេ,1116
គែ,77
គោ,1012
គៅ,1
គំ,494
គ៊,5
គ៌,7
គ័,31
គ្,10369
គ។,2
គ​,996
គ,1
ឃ ,7
ឃ/,1
ឃc,1
ឃគ,2
ឃប,1
ឃរ,2
ឃស,1
ឃា,74
ឃី,29
ឃឹ,47
ឃឺ,6
ឃុ,20
ឃូ,10
ឃើ,1648
ឃែ,14
ឃោ,18
ឃៅ,2
ឃៈ,1
ឃ័,1
ឃ្,569
ឃ​,51
ង ,8089
ង!,8
"ង""",37
ង$,1
ង%,249
ង',30
ង(,6
ង),170
"ង,",19
ង-,17
ង.,174
ង/,95
ង1,1
ង7,1
ង:,15
ង;,1
ង?,13
ង@,150
ង\,6
ងa,16
ងb,12
ងc,249
ងd,27
ងe,4
ងf,21
ងg,23
ងh,6
ងi,24
ងj,2
ងk,9
ងl,4
ងm,9
ងn,144
ងo,2
ងp,15
ងq,17
ងr,16
ងs,65
ងt,29
ងu,12
ងv,20
ងw,186
ងy,1
ងz,5
ង ,21
ង»,1
ងក,2837
ងខ,57
ងគ,208
ងឃ,5
ងង,50
ងច,369
ងឆ,159
ងជ,279
ងឈ,8
ងញ,2
ងដ,363
ងឋ,1
ងឌ,15
ងណ,96
ងត,381
ងថ,98
ងទ,747
ងធ,46
ងន,662
ងប,381
ងផ,432
ងព,283
ងភ,42
ងម,414
ងយ,44
ងរ,1454
ងល,265
ងវ,460
ងស,721
ងហ,217
ងឡ,55
ងអ,2095
ងឧ,10
ងឬ,1
ងឮ,1
ងឯ,24
ងឲ,7
ងា,3524
ងិ,2
ងី,1
ងឹ,37
ងឺ,8
ងុ,2
ងូ,5
ងួ,10
ងើ,10
ងឿ,2
ងៀ,8
ងេ,1
ងៃ,855
ងោ,2
ងំ,6
ង៉,5
ង់,7953
ង្,13331
ង។,56
ង៖,1
ងៗ,411
ង១,1
ង២,1
ង៣,1
ង​,51526
ង“,2
ង…,1
ច ,2021
ច!,6
"ច""",9
ច%,29
ច',6
ច(,5
ច),57
"ច,",4
ច-,2
ច.,31
ច/,23
ច:,2
ច?,7
ច@,14
ច\,1
ចa,6
ចb,4
ចc,55
ចd,6
ចf,4
ចg,11
ចh,2
ចi,10
ចk,3
ចl,4
ចm,1
ចn,63
ចo,1
ចp,2
ចq,1
ចr,4
ចs,21
ចt,10
ចu,2
ចw,84
ចy,2
ចz,2
ច ,2
ចក,1263
ចខ,84
ចគ,325
ចឃ,1
ចង,2604
ចច,141
ចឆ,15
ចជ,508
ចឈ,3
ចដ,59
ចឋ,1
ចណ,77
ចត,439
ចថ,12
ចទ,162
ចធ,49
ចន,4004
ចប,1659
ចផ,19
ចព,17
ចម,2103
ចយ,13
ចរ,295
ចល,400
ចវ,6
ចស,93
ចហ,190
ចឡ,351
ចអ,17
ចឧ,1
ចឬ,1
ចឲ,3
ចា,6572
ចិ,1091
ចី,22
ចឹ,55
ចុ,7137
ចូ,5202
ចួ,4
ចើ,8
ចៀ,23
ចេ,2939
ចែ,761
ចៃ,153
ចោ,227
ចៅ,20
ចំ,6973
ចះ,1
ច់,607
ច៍,1
ច័,90
ច្,7583
ច។,8
ចៗ,261
ច​,17427
ឆa,1
ឆក,18
ឆត,1
ឆទ,2
ឆន,4
ឆប,108
ឆព,1
ឆម,2
ឆរ,4
ឆា,486
ឆិ,18
ឆី,1
ឆឺ,1
ឆុ,14
ឆូ,43
ឆើ,4
ឆៀ,23
ឆេ,920
ឆែ,3
ឆៃ,2
ឆោ,45
ឆៅ,14
ឆ៍,4
ឆ័,44
ឆ្,2581
ឆ​,3
ជ ,5
ជ(,1
ជ.,5
ជb,1
ជg,4
ជn,2
ជs,2
ជក,114
ជគ,6
ជង,23
ជច,2
ជជ,218
ជញ,102
ជដ,1
ជណ,238
ជថ,1
ជទ,2
ជធ,1
ជន,652
ជប,61
ជម,3353
ជរ,4
ជវ,4
ជស,4
ជហ,1
ជអ,1
ជា,20753
ជិ,251
ជី,3171
ជឹ,3
ជឺ,5
ជុ,351
ជូ,1683
ជួ,1391
ជើ,945
ជឿ,88
ជៀ,56
ជេ,16
ជែ,233
ជៃ,1
ជោ,230
ជំ,2936
ជះ,33
ជៈ,1
ជ៍,1
ជ៏,1
ជ័,1055
ជ្,6461
ជ៧,1
ជ៿,1
ជ​,13
ឈ%,1
ឈក,1
ឈន,2
ឈប,400
ឈម,188
ឈរ,631
ឈា,49
ឈិ,21
ឈី,56
ឈឹ,5
ឈឺ,13
ឈុ,62
ឈូ,40
ឈើ,49
ឈៀ,4
ឈែ,2
ឈោ,2
ឈ៍,61
ឈ្,3214
ឈ​,1
ញ ,2605
ញ!,3
"ញ""",27
ញ%,36
ញ',13
ញ),66
"ញ,",6
ញ.,71
ញ/,60
ញ4,1
ញ:,3
ញ?,9
ញ@,93
ញ\,1
ញ],1
ញ_,1
ញa,3
ញb,1
ញc,92
ញd,10
ញe,2
ញf,6
ញg,4
ញh,1
ញi,2
ញk,1
ញl,7
ញm,6
ញn,81
ញp,10
ញq,4
ញr,7
ញs,20
ញt,8
ញu,1
ញv,16
ញw,2
ញ},1
ញ ,9
ញក,41
ញខ,5
ញគ,19
ញឃ,1
ញង,2
ញច,87
ញជ,12
ញឈ,2
ញញ,5
ញដ,30
ញឋ,1
ញណ,1
ញត,37
ញថ,29
ញទ,49
ញធ,4
ញន,24
ញប,36
ញផ,44
ញព,92
ញភ,1
ញម,48
ញយ,484
ញរ,19
ញល,245
ញវ,31
ញស,40
ញហ,2
ញឡ,7
ញអ,40
ញឥ,1
ញឧ,5
ញឬ,3
ញឯ,5
ញឲ,4
ញា,4118
ញី,2
ញឹ,76
ញុ,971
ញូ,51
ញួ,1
ញើ,1224
ញៀ,380
ញេ,9
ញែ,126
ញោ,2
ញំ,2
ញះ,1
ញ៉,117
ញ់,227
ញ៍,1
ញ័,6
ញ្,16052
ញ។,14
ញ​,10289
ដ ,302
"ដ""",3
ដ%,6
ដ),10
"ដ,",4
ដ-,1
ដ.,2
ដ/,2
ដ?,2
ដ@,7
ដa,8
ដb,2
ដc,4
ដd,1
ដe,2
ដf,1
ដg,4
ដh,4
ដi,6
ដk,3
ដm,4
ដn,8
ដp,7
ដr,11
ដs,6
ដu,4
ដv,1
ដw,5
ដ»,2
ដក,299
ដង,802
ដច,3
ដជ,7
ដឈ,2
ដញ,1
ដដ,340
ដឌ,51
ដណ,31
ដត,4
ដថ,19
ដទ,77
ដន,156
ដប,119
ដព,2
ដភ,3
ដម,15
ដយ,1
ដរ,25
ដល,2039
ដវ,5
ដស,29
ដហ,24
ដឡ,2
ដអ,1
ដឬ,1
ដា,6701
ដិ,440
ដី,833
ដឹ,452
ដឺ,109
ដុ,1399
ដូ,5652
ដួ,11
ដើ,9462
ដៀ,165
ដេ,1335
ដែ,20438
ដៃ,684
ដោ,8204
ដៅ,357
ដំ,4676
ដ់,1
ដ៍,52
ដ៏,328
ដ័,6
ដ្,4705
ដ៖,2
ដ៣,1
ដ​,822
ឋ ,17
ឋ),2
ឋ/,1
ឋ@,1
ឋc,1
ឋn,1
ឋv,1
ឋក,8
ឋខ,2
ឋគ,2
ឋទ,5
ឋធ,14
ឋន,1
ឋប,5
ឋភ,1170
ឋម,231
ឋយ,4
ឋល,2
ឋស,1
ឋអ,35
ឋា,2780
ឋិ,72
ឋ័,1
ឋ​,268
ឌ ,8
ឌ-,2
ឌ@,2
ឌa,1
ឌf,1
ឌg,1
ឌs,1
ឌt,1
ឌក,2
ឌច,7
ឌទ,1
ឌធ,1
ឌភ,3
ឌម,1
ឌល,185
ឌា,56
ឌិ,191
ឌី,2194
ឌឹ,13
ឌឺ,15
ឌុ,443
ឌូ,82
ឌើ,17
ឌឿ,1
ឌៀ,299
ឌែ,9
ឌ័,98
ឌ្,579
ឌ​,92
ឍ ,23
ឍគ,2
ឍដ,1
ឍន,450
ឍប,8
ឍភ,1
ឍម,2
ឍរ,28
ឍឹ,2
ឍ៍,2
ឍ។,2
ឍ​,43
ណ ,209
ណ!,1
"ណ""",1
ណ%,9
ណ',4
ណ),15
ណ.,9
ណ/,2
ណ@,10
ណc,35
ណd,4
ណk,2
ណm,1
ណn,13
ណp,1
ណr,1
ណs,6
ណt,1
ណy,1
ណក,58
ណគ,1
ណង,950
ណច,1
ណដ,6
ណត,8465
ណថ,3
ណទ,12
ណន,699
ណប,42
ណផ,1
ណព,78
ណភ,313
ណម,5
ណយ,36
ណរ,38
ណល,131
ណវ,22
ណស,328
ណហ,3
ណអ,1
ណឥ,1
ណា,5428
ណិ,396
ណី,478
ណឹ,1213
ណឺ,50
ណុ,1608
ណូ,406
ណួ,317
ណើ,1945
ណៀ,1
ណេ,338
ណែ,1021
ណៃ,16
ណោ,749
ណះ,56
ណៈ,1686
ណ៌,2995
ណ៍,5624
ណ៏,9
ណ័,14
ណ្,6143
ណ​,1121
ត ,3488
ត!,9
"ត""",22
ត$,1
ត%,140
ត',14
ត(,5
ត),157
"ត,",5
ត-,3
ត.,126
ត/,47
ត1,1
ត:,2
ត=,1
ត?,14
ត@,64
ត\,3
ត],1
ត_,1
តa,16
តb,7
តc,208
តd,20
តe,1
តf,7
តg,18
តh,5
តi,10
តj,1
តk,6
តl,2
តm,10
តn,102
តo,3
តp,21
តq,7
តr,10
តs,34
តt,19
តu,7
តv,4
តw,12
តx,1
តy,1
តz,5
ត ,5
តក,201
តខ,233
តគ,63
តង,772
តច,21
តឆ,4
តជ,144
តឈ,2
តដ,62
តណ,34
តត,63
តថ,66
តទ,195
តធ,13
តន,322
តប,564
តផ,73
តព,453
តភ,1149
តម,3057
តយ,6
តរ,261
តល,427
តវ,89
តស,538
តហ,27
តឡ,431
តអ,41
តឥ,2
តឬ,5
តឯ,7
តឲ,16
តា,7726
តិ,7814
តី,564
តឹ,71
តឺ,14
តុ,6318
តូ,1727
តួ,1116
តើ,2547
តឿ,4
តៀ,12
តេ,348
តែ,5502
តៃ,23
តោ,151
តៅ,87
តំ,2638
ត៉,1
ត់,15609
ត៌,2365
ត៍,63
ត្,31441
ត។,44
តៗ,23
ត​,15281
ថ ,11
"ថ""",2
ថ@,2
ថc,3
ថក,7
ថង,3
ថដ,1
ថត,3642
ថន,52
ថប,2098
ថព,2
ថភ,134
ថម,40
ថយ,460
ថរ,2
ថល,622
ថវ,39
ថស,54
ថឲ,1
ថា,5372
ថិ,814
ថី,7
ថឹ,2
ថុ,699
ថូ,24
ថួ,1
ថើ,3
ថេ,535
ថែ,3007
ថៃ,46
ថោ,21
ថ៌,7
ថ៍,7
ថ្,4569
ថ​,132
ទ ,1573
ទ!,3
"ទ""",9
ទ%,66
ទ',8
ទ(,1
ទ),20
"ទ,",3
ទ-,1
ទ.,39
ទ/,184
ទ:,2
ទ@,40
ទ],1
ទa,3
ទc,47
ទd,6
ទe,1
ទf,1
ទg,4
ទh,1
ទi,1
ទm,1
ទn,21
ទo,1
ទp,1
ទq,4
ទr,5
ទs,16
ទt,11
ទu,1
ទw,3
ទy,1
ទក,13
ទខ,6
ទគ,5
ទង,721
ទច,22
ទជ,9
ទញ,1
ទដ,21
ទណ,10
ទត,6
ទថ,3
ទទ,1860
ទធ,15
ទន,250
ទប,243
ទផ,6
ទព,32
ទភ,156
ទម,915
ទយ,3
ទរ,46
ទល,33
ទវ,7
ទស,673
ទហ,11
ទឡ,2
ទអ,10
ទឧ,3
ទឬ,1
ទឯ,3
ទា,14399
ទិ,4617
ទី,5467
ទឹ,601
ទឺ,3
ទុ,4831
ទូ,1108
ទួ,1270
ទើ,116
ទឿ,1
ទៀ,2582
ទេ,5106
ទែ,44
ទៃ,1907
ទោ,553
ទៅ,8084
ទំ,4715
ទះ,595
ទៈ,3
ទ៊,1
ទ់,1
ទ៌,1
ទ៍,9
ទ័,724
ទ្,6736
ទ។,6
ទ៖,1
ទ៿,1
ទ​,5030
ធ ,1117
"ធ""",13
ធ%,15
ធ',1
ធ),14
"ធ,",1
ធ.,65
ធ/,4
ធ:,1
ធ@,23
ធ],1
ធa,3
ធc,12
ធd,2
ធg,2
ធm,4
ធn,36
ធp,3
ធq,1
ធr,1
ធs,1
ធt,5
ធ ,1
ធក,23
ធខ,2
ធគ,17
ធង,1
ធច,7
ធជ,5
ធដ,17
ធណ,2
ធត,13
ធថ,1
ធទ,7
ធធ,1
ធន,699
ធប,16
ធផ,591
ធព,6
ធភ,76
ធម,1153
ធរ,117
ធល,1
ធវ,2
ធស,41
ធហ,1
ធឡ,1
ធអ,17
ធឯ,13
ធឲ,1
ធា,3694
ធិ,1396
ធី,10060
ធឹ,5
ធឺ,263
ធុ,218
ធូ,68
ធួ,1
ធើ,139
ធៀ,67
ធេ,2
ធែ,3
ធៅ,1
ធំ,444
ធ៍,1
ធ័,2
ធ្,5621
ធ។,1
ធ​,4118
ន ,5725
ន!,9
"ន""",34
ន%,137
ន',26
ន(,9
ន),177
ន+,1
"ន,",9
ន-,12
ន.,101
ន/,69
ន1,1
ន:,13
ន;,1
ន?,9
ន@,112
ន[,1
ន\,2
ន],6
នa,48
នb,20
នc,233
នd,14
នe,9
នf,23
នg,46
នh,8
នi,34
នj,5
នk,15
នl,13
នm,16
នn,238
នo,5
នp,49
នq,4
នr,21
នs,75
នt,42
នu,21
នv,15
នw,59
នy,5
នz,3
ន ,10
នក,20486
នខ,25
នគ,843
នឃ,197
នង,879
នច,307
នឆ,18
នជ,557
នឈ,36
នញ,5
នដ,1155
នឋ,2
នឌ,66
នណ,79
នត,589
នថ,183
នទ,1255
នធ,1112
នន,1895
នប,2935
នផ,450
នព,221
នភ,771
នម,742
នយ,183
នរ,319
នល,211
នវ,65
នស,764
នហ,144
នឡ,158
នអ,1307
នឥ,4
នឧ,7
នឫ,1
នឬ,7
នឮ,1
នឯ,37
នឲ,9
នា,13481
និ,10870
នី,2078
នឹ,6470
នឺ,8
នុ,15201
នូ,1212
នួ,4401
នើ,439
នៀ,24
នេ,10398
នែ,1867
នៃ,3603
នោ,1806
នៅ,11151
នំ,40
នះ,101
នៈ,82
ន៊,10
ន់,5206
ន៍,1697
ន៏,8
ន័,2052
ន្,22430
ន។,41
នៗ,14
ន១,3
ន២,2
ន​,51989
ន,1
ប ,1034
ប!,1
"ប""",9
ប%,33
ប',10
ប(,15
ប),38
"ប,",4
ប-,4
ប.,89
ប/,76
ប:,2
ប@,32
បa,2
បc,47
បd,7
បe,3
បf,2
បg,1
បi,3
បj,1
បk,5
បm,6
បn,29
បp,1
បq,1
បr,2
បs,9
បt,7
បv,1
បw,6
បy,1
បz,1
ប ,1
បក,3427
បខ,23
បគ,76
បង,12546
បច,2589
បជ,31
បញ,11030
បដ,351
បឋ,223
បណ,2702
បត,2666
បថ,525
បទ,3477
បធ,117
បន,11656
បប,374
បផ,221
បព,82
បភ,2355
បម,2342
បយ,14
បរ,2987
បល,171
បវ,208
បស,11363
បហ,9
បឡ,27
បអ,38
បឯ,2
បឲ,3
បា,26781
បិ,2052
បី,6057
បឹ,24
បឺ,6
បុ,1158
បូ,1117
បួ,308
បើ,6918
បឿ,423
បៀ,1792
បេ,242
បែ,2538
បៃ,360
បោ,2229
បៅ,1
បំ,1931
បះ,7
បៈ,55
ប៉,3009
ប៊,2793
ប់,23291
ប៍,3
ប័,856
ប្,32936
ប។,3
បៗ,4
ប១,2
ប២,3
ប​,5234
ផ ,1
ផង,493
ផត,38
ផន,7
ផប,3
ផផ,1
ផរ,1
ផល,923
ផា,41
ផិ,10
ផឹ,4
ផុ,825
ផូ,22
ផើ,2
ផៀ,1
ផេ,106
ផែ,475
ផោ,2
ផះ,1
ផ័,3
ផ្,22458
ផ​,2
ព ,1682
"ព""",5
ព%,65
ព',9
ព),25
"ព,",4
ព-,1
ព.,83
ព/,19
ព:,3
ព;,1
ព@,27
ព\,1
ពa,3
ពb,3
ពc,61
ពd,2
ពe,2
ពf,1
ពg,1
ពi,1
ពk,1
ពl,1
ពm,1
ពn,46
ពo,1
ពp,4
ពs,7
ពt,7
ពv,1
ពw,1
ពក,93
ពខ,14
ពគ,10
ពង,529
ពច,17
ពឆ,9
ពជ,13
ពឈ,2
ពញ,2
ពដ,23
ពណ,2995
ពត,78
ពថ,21
ពទ,35
ពធ,4
ពន,1419
ពប,30
ពផ,44
ពព,80
ពភ,13
ពម,17
ពយ,30
ពរ,33
ពល,500
ពវ,4
ពស,883
ពហ,240
ពឡ,5
ពអ,470
ពឬ,2
ពឯ,7
ពឲ,1
ពា,3163
ពិ,4396
ពី,7635
ពឹ,240
ពឺ,4
ពុ,5278
ពូ,435
ពួ,1507
ពើ,591
ពៀ,7
ពេ,7894
ពែ,65
ពៃ,18
ពោ,738
ពំ,1
ពះ,2
ព៌,6
ព៍,1
ព៏,2
ព័,8417
ព្,4686
ព។,6
ពៗ,7
ព​,7407
ភ ,6
ភ!,1
ភក,80
ភដ,2
ភណ,2
ភទ,2
ភប,2
ភព,514
ភម,1
ភរ,1
ភស,20
ភា,10153
ភិ,489
ភី,316
ភឹ,1
ភឺ,2
ភុ,3
ភូ,65
ភើ,31
ភឿ,2
ភៀ,3
ភេ,1619
ភែ,5
ភៃ,4
ភោ,2
ភៅ,711
ភំ,2
ភៈ,27
ភ៌,1
ភ៍,5
ភ័,47
ភ្,3537
ភ​,67
ម ,3552
ម!,1
"ម""",22
ម%,67
ម',12
ម(,1
ម),100
"ម,",21
ម-,4
ម.,223
ម/,30
ម:,9
ម?,5
ម@,91
ម\,1
ម],2
ម_,3
មa,10
មb,5
មc,115
មd,16
មe,5
មf,7
មg,11
មh,5
មi,5
មk,10
មl,3
មm,4
មn,70
មo,2
មp,8
មq,6
មr,6
មs,27
មt,20
មu,3
មv,4
មw,23
មz,2
ម},2
ម ,9
មក,1563
មខ,27
មគ,107
មឃ,28
មង,15
មច,55
មឆ,3
មជ,264
មឈ,5
មញ,115
មដ,246
មឋ,1
មឌ,29
មណ,409
មត,3146
មថ,24
មទ,401
មធ,285
មន,976
មប,306
មផ,18
មព,183
មភ,604
មម,168
មយ,35
មរ,355
មល,53
មវ,7971
មស,162
មហ,202
មឡ,7
មអ,61
មឧ,2
មឬ,4
មឯ,1
មឲ,2
មា,15504
មិ,11217
មី,3284
មឹ,3
មឺ,5
មុ,2769
មូ,2112
មួ,7390
មើ,3349
មៀ,42
មេ,1505
មែ,1815
មៃ,11
មោ,3214
មៅ,202
មះ,5
ម៉,8220
ម៊,1
ម៌,70
ម័,1216
ម្,48892
ម។,8
មៗ,110
ម១,2
ម​,15076
យ ,7763
យ!,21
"យ""",31
យ#,2
យ%,195
យ',13
យ(,4
យ),105
"យ,",8
យ-,1
យ.,111
យ/,25
យ1,1
យ:,6
យ;,1
យ?,13
យ@,115
យ\,2
យ],3
យa,14
យb,3
យc,151
យd,13
យe,6
យf,5
យg,13
យh,1
យi,2
យk,3
យl,2
យm,7
យn,101
យo,2
យp,16
យq,12
យr,5
យs,32
យt,9
យu,8
យv,2
យw,13
យy,1
យz,1
យ},1
យ ,30
យក,3961
យខ,56
យគ,98
យឃ,4
យង,47
យច,164
យឆ,18
យជ,97
យឈ,5
យញ,16
យដ,1179
យឋ,5
យឌ,6
យណ,72
យត,333
យថ,116
យទ,145
យធ,25
យន,255
យប,1045
យផ,50
យព,72
យភ,68
យម,626
យយ,18
យរ,140
យល,564
យវ,95
យស,923
យហ,69
យឡ,28
យអ,345
យឥ,1
យឧ,4
យឬ,4
យឮ,1
យឯ,8
យា,2080
យិ,16
យី,39
យឹ,2
យឺ,160
យុ,420
យូ,897
យួ,80
យើ,460
យៀ,5
យេ,52
យែ,23
យោ,895
យំ,2
យះ,9
យៈ,760
យ៉,2232
យ៊,1
យ៍,103
យ័,127
យ្,18
យ។,61
យ៖,2
យៗ,510
យ​,32918
រ ,6706
រ!,8
"រ""",31
រ%,359
រ',17
រ(,88
រ),165
រ+,7
"រ,",8
រ-,6
រ.,254
រ/,116
រ:,6
រ=,1
រ?,9
រ@,107
រ\,4
រ],4
រa,22
រb,7
រc,160
រd,16
រe,7
រf,19
រg,19
រh,3
រi,10
រj,3
រk,6
រl,3
រm,18
រn,166
រp,24
រq,8
រr,12
រs,68
រt,26
រu,7
រv,13
រw,39
រx,1
រz,2
រ},2
រ ,6
រ»,1
រក,9995
រខ,29
រគ,261
រឃ,9
រង,7509
រច,3967
រឆ,204
រជ,938
រឈ,269
រញ,37
រដ,1233
រឌ,24
