char_ngram,count
▓,21
■,1452
□,338
▪,97
▫,11
▬,21
△,13
►,1069
▻,21
▼,678
◄,93
◆,10
○,92
●,801
◢,32
◣,32
★,88
☎,41
☏,15
☒,11
☯,15
☺,44
♀,14
♂,16
♠,10
♡,27
♥,182
♦,306
♩,138
♪,80487
♫,4358
♬,564
♭,11
✔,47
✘,104
✮,22
✿,14
❄,40
❖,22
❤,28
➔,9
➡,99
➣,33
➾,142
ⴗ,45
　,103513
、,301832
。,612027
々,11969
〇,44
〈,891
〉,862
《,58344
》,58327
「,15501
」,15371
『,540
』,530
【,136
】,120
〔,376
〕,370
〜,540
〝,230
〞,76
〟,85
ぁ,3752
あ,160369
ぃ,685
い,448028
ぅ,183
う,175764
ぇ,1575
え,68390
ぉ,311
お,56469
か,268638
が,234621
き,69450
ぎ,5596
く,102644
ぐ,7705
け,77303
げ,12422
こ,162308
ご,11444
さ,86054
ざ,3316
し,282353
じ,40887
す,157783
ず,14761
せ,49213
ぜ,8131
そ,118020
ぞ,14401
た,407899
だ,234492
ち,54402
ぢ,13
っ,246019
つ,48940
づ,2430
て,328940
で,224425
と,199421
ど,60370
な,370813
に,309122
ぬ,2896
ね,37323
の,450078
は,349101
ば,25868
ぱ,1536
ひ,3765
び,7799
ぴ,214
ふ,1903
ぶ,6117
ぷ,160
へ,10648
べ,15100
ぺ,200
ほ,8858
ぼ,2360
ぽ,495
ま,133959
み,27856
む,7876
め,46198
も,146530
ゃ,33053
や,45879
ゅ,184
ゆ,1631
ょ,18914
よ,117939
ら,175117
り,88843
る,289528
れ,222165
ろ,49062
ゎ,24
わ,80220
ゑ,47
を,267719
ん,144424
ゞ,16
ァ,8177
ア,51824
ィ,24729
イ,58471
ゥ,1084
ウ,17716
ェ,12499
エ,13371
ォ,5630
オ,14743
カ,23080
ガ,7395
キ,16567
ギ,3506
ク,47621
グ,14946
ケ,7931
ゲ,3492
コ,16523
ゴ,4343
サ,16786
ザ,4389
シ,26052
ジ,29438
ス,70423
ズ,9431
セ,8391
ゼ,1405
ソ,9168
ゾ,1117
タ,27830
ダ,15337
チ,16371
ヂ,13
ッ,58778
ツ,7024
ヅ,50
テ,19280
デ,17630
ト,52584
ド,34740
ナ,11852
ニ,12944
ヌ,809
ネ,6962
ノ,4062
ハ,11241
バ,20333
パ,18491
ヒ,3366
ビ,12206
ピ,6018
フ,27981
ブ,16277
プ,16993
ヘ,3648
ベ,8583
ペ,4063
ホ,5212
ボ,9016
ポ,6445
マ,29663
ミ,10905
ム,20242
メ,16412
モ,7396
ャ,15991
ヤ,5672
ュ,11482
ユ,2086
ョ,11664
ヨ,1745
ラ,52215
リ,48373
ル,60024
レ,27085
ロ,25126
ヮ,14
ワ,6605
ヰ,82
ヱ,237
ヲ,12
ン,104835
ヴ,4086
ヵ,183
ヶ,992
・,44107
ー,185135
ヾ,55
ㄆ,132
ㄇ,62
ㄈ,16
ㄏ,14
ㄐ,13
ㄓ,272
ㄛ,58
ㄠ,62
ㄢ,38
ㄤ,17
ㄨ,11
ㄱ,13
ㄴ,34
ㄷ,15
ㄹ,16
ㅁ,16
ㅂ,25
ㅅ,29
ㅆ,14
ㅇ,55
ㅈ,22
ㅋ,233
ㅎ,82
ㅏ,12
ㅠ,61
ㅡ,30
㈠,896
㈡,912
㈢,568
㈣,349
㈤,171
㈥,144
㈦,68
㈧,39
㈨,31
㈩,18
㎝,72
㎡,46
㏄,10
㏑,17
一,264703
丁,3036
七,5395
万,11170
丈,6609
三,22795
上,86169
下,70541
不,183989
与,73094
丐,28
丑,376
专,24268
且,15877
世,28891
丘,330
丙,207
业,33079
丛,177
东,14242
丝,1179
丟,49
両,2309
丢,646
两,23001
严,10193
並,912
丧,1137
个,110909
丫,74
中,123760
丰,761
串,180
临,9563
丶,235
丸,631
丹,5778
为,146861
主,88341
丽,1827
举,23164
丿,131
乃,286
久,5875
么,46511
义,33197
之,43288
乌,5093
乍,812
乎,4250
乏,3152
乐,3452
乒,18
乓,17
乔,1214
乖,322
乗,3552
乘,518
乙,370
乜,10
九,4203
乞,177
也,40235
习,5324
乡,832
书,45373
买,4126
乱,3078
乳,810
乾,599
亀,45
亂,107
了,187565
予,10772
争,12980
事,131469
二,25209
于,104625
亏,311
云,457
互,7140
五,15082
井,823
亘,19
亚,46448
些,62062
亜,44
亞,213
亟,171
亡,4864
交,34763
亥,33
亦,608
产,26629
亨,383
亩,51
享,6443
京,2667
亭,88
亮,1442
亲,5986
亵,115
人,253020
亿,3552
什,31060
仁,475
仄,12
仅,6866
仆,237
仇,1714
今,31783
介,6488
仍,9166
从,27230
仏,93
仑,75
仓,333
仔,883
仕,8138
他,131219
仗,170
付,14669
仙,225
代,43916
令,11505
以,151871
仪,631
们,127882
仮,869
仰,3881
仲,4284
件,45259
价,10510
任,52325
份,12036
仿,389
企,5256
伊,18190
伍,861
伎,56
伏,1040
伐,1312
休,4108
众,7221
优,7361
伙,10861
会,320616
伝,4246
伞,122
伟,617
传,10696
伤,5384
伦,3765
伪,716
伯,8823
估,10631
伴,8537
伶,11
伸,793
伺,153
似,5826
伽,112
但,34823
佈,18
位,19605
低,7716
住,13072
佐,1099
佑,257
体,46988
佔,25
何,71177
余,3856
佛,1125
作,135705
你,147301
佢,22
佣,651
佩,858
佬,209
佰,11
佳,2346
併,49
使,48986
侄,95
來,3837
侈,57
例,17189
侍,134
侏,42
供,47681
依,9533
侠,125
価,1499
侣,226
侥,15
侦,617
侧,958
侨,292
侪,78
侬,21
侮,337
侯,238
侵,7833
侶,43
便,14620
係,3015
促,20598
俄,6752
俊,131
俏,18
俐,10
俑,14
俗,833
俘,183
保,62724
俟,50
信,50272
俩,874
俭,17
修,9898
俯,88
俱,482
俳,93
俸,14
俺,20994
俾,41
倆,193
倉,307
個,5054
倍,1635
們,13640
倒,3156
倔,10
倘,83
候,12066
倚,100
借,3404
倡,4463
倣,91
値,2084
倦,135
倩,10
倪,17
倫,235
倳,10
债,6738
值,6812
倾,885
假,3625
偉,1303
偏,1514
做,26206
停,6511
健,8947
側,1480
偵,249
偶,1529
偷,1327
偽,1311
偿,5297
傀,24
傅,91
傍,243
傑,160
傘,85
備,4111
傢,106
储,2423
催,594
傭,55
傲,458
傳,150
債,163
傷,3016
傻,703
傾,392
僅,216
働,2068
像,10374
僕,11146
僚,482
僧,337
僵,471
價,94
僻,60
儀,598
儂,11
億,394
儒,91
儘,41
償,411
儡,24
優,2188
儲,178
儿,28613
允,3156
元,20195
兄,4207
充,12714
兆,393
兇,42
先,37859
光,4819
克,26611
兌,10
免,7772
兎,35
児,627
兑,448
兒,855
兔,160
党,3067
兜,108
兢,29
入,43014
內,226
全,83902
兩,432
八,4840
公,67205
六,9939
兮,63
兰,19921
共,35826
关,109539
兴,5363
兵,4839
其,105440
具,19035
典,4305
兹,2159
养,5211
兼,1437
兽,269
冀,14
内,49671
円,369
冇,20
冈,446
冊,127
册,2615
再,15894
冒,988
冕,24
冗,967
写,7024
军,16998
农,8085
冠,401
冢,16
冤,108
冥,73
冬,525
冯,77
冰,1436
冲,10747
决,79250
冴,15
况,35646
冶,53
冷,3276
冻,766
净,1491
凄,429
准,26811
凉,144
凋,16
凌,402
凍,332
减,13127
凑,80
凛,10
凝,276
几,10691
凡,2934
凤,43
処,2881
凧,13
凭,554
凯,1511
凰,14
凱,87
凳,32
凵,110
凶,996
凸,102
凹,34
出,115103
击,10195
函,1380
凿,112
刀,800
刁,13
刃,156
分,87544
切,25612
刈,94
刊,634
刎,19
刑,14137
划,24650
列,26428
刘,155
则,25391
刚,7913
创,5869
初,9566
删,904
判,15554
別,5558
刨,15
利,73514
别,52551
刮,98
到,95490
制,58774
刷,767
券,883
刹,60
刺,1727
刻,2764
剁,14
剂,1093
剃,133
則,633
削,3254
剌,13
前,66845
剑,258
剔,64
剖,168
剛,247
剣,653
剤,474
剥,2826
剧,2044
剩,1131
剪,199
副,4499
剰,105
割,1890
創,1718
剽,12
剿,16
劃,83
劇,520
劈,39
劉,32
劍,22
劑,20
力,72872
劝,222
办,26823
功,6755
加,73531
务,56072
劣,753
动,78847
助,54516
努,17541
劫,827
励,7121
劲,383
劳,6159
労,591
効,1932
势,9216
勁,38
勃,582
勇,1563
勉,746
勋,179
勒,12116
動,10183
勘,712
務,3423
勝,2788
勞,81
募,870
勢,1032
勤,2396
勧,299
勲,59
勵,18
勸,51
勺,45
勾,314
勿,263
匀,90
匂,402
包,33667
匆,88
匈,885
匍,10
匕,26
化,34203
北,6380
匙,421
匠,174
匡,22
匣,24
匪,163
匮,147
匹,751
区,43758
医,8272
匿,348
區,101
十,31192
千,6908
升,3244
午,6041
半,5049
卍,14
华,2015
协,39528
卑,446
卒,325
卓,337
協,1290
单,12580
卖,3863
南,14745
単,2352
博,4193
卜,970
占,8359
卡,8111
卢,4462
卤,16
卦,23
卧,223
卫,8309
卯,22
印,10215
危,12415
即,12940
却,3674
卵,412
卷,1932
卸,279
卻,164
卿,316
厂,845
厄,2903
厅,4838
历,4482
厉,655
压,2519
厌,712
厕,247
厘,256
厚,440
原,21100
厢,87
厥,14
厦,150
厨,313
厩,47
厭,113
厮,26
厲,79
厳,915
去,33029
县,329
叁,17
参,24330
參,120
又,8518
叉,304
及,77150
友,9599
双,5315
反,23735
収,1209
发,111223
叔,1185
取,47911
受,39748
变,13770
叙,2589
叛,1022
叠,395
叢,9
口,20182
古,6473
句,1593
另,8881
叨,48
叩,468
只,21325
叫,5318
召,4143
叭,64
叮,64
可,84532
台,4185
叱,50
史,3887
右,2310
叶,647
号,37994
司,19002
叹,141
叼,12
叽,28
吁,6554
吃,3919
各,59221
合,121692
吉,5902
吊,292
吋,16
同,61599
名,32310
后,45829
吏,18
吐,680
向,36497
吓,910
吕,91
吗,24469
君,24596
吝,72
吞,277
吟,91
吠,91
否,11584
吧,18400
吨,618
吩,39
含,3676
听,9058
吭,11
吮,19
启,1955
吱,33
吳,13
吴,114
吵,444
吶,37
吸,4104
吹,1236
吻,461
吼,114
吾,90
呀,2185
呂,173
呃,854
呆,666
呈,509
呉,19
告,63458
呋,32
呎,10
呐,200
呑,60
呕,64
呗,42
员,143288
呛,23
呜,59
呢,7797
呣,15
呦,40
周,6282
呪,470
呱,17
味,7921
呵,357
呸,18
呻,64
呼,10380
命,14946
咀,22
咁,23
咄,39
咆,39
咋,101
和,370092
咎,170
咏,12
咐,61
咒,251
咔,12
咕,56
咖,617
咗,21
咙,64
咚,26
咦,52
咧,37
咨,7462
咩,31
咪,206
咬,278
咯,150
咱,633
咲,477
咳,134
咸,95
咻,19
咽,63
哀,737
品,15471
哄,47
哆,18
哇,708
哈,7340
哉,104
哋,23
响,15240
哎,329
哑,65
哒,76
哔,31
哗,57
哟,132
員,4691
哥,12739
哦,4209
哨,242
哩,95
哪,7577
哭,577
哮,66
哲,366
哺,158
哼,129
唄,25
唆,158
唇,205
唉,109
唐,424
唔,157
唖,39
唠,44
唤,324
唧,12
唬,79
售,2366
唯,3008
唱,1328
唷,37
唸,25
唾,70
啃,17
啄,27
商,18715
啊,10992
問,7826
啓,1587
啜,10
啞,10
啟,109
啡,607
啤,272
啥,548
啦,1958
啧,10
啪,29
啬,28
啰,137
啸,303
啻,13
啼,21
喀,1717
喂,1162
喃,46
善,8886
喇,69
喉,401
喊,309
喋,415
喔,692
喘,171
喙,10
喚,268
喜,6483
喝,1988
喧,280
喩,50
喪,125
喫,107
喬,67
單,148
喰,102
喱,10
喲,16
喳,13
喵,11
営,437
喷,306
喻,160
喽,66
嗅,186
嗇,27
嗎,2731
嗑,48
嗒,15
嗓,41
嗜,61
嗝,16
嗡,50
嗣,127
嗤,11
嗦,24
嗨,1419
嗯,2246
嗷,44
嗽,48
嗾,19
嘀,19
嘅,28
嘆,197
嘉,253
嘎,31
嘔,23
嘗,76
嘘,2604
嘛,2036
嘞,23
嘟,50
嘢,16
嘣,13
嘩,259
嘭,13
嘱,114
嘲,380
嘴,1193
嘶,17
嘻,18
嘿,2748
噁,17
噂,381
噌,14
噎,13
噓,16
噗,10
噛,382
噜,32
噢,1437
器,18181
噩,98
噪,76
噬,45
噴,116
嚇,109
嚎,34
嚏,17
嚟,17
嚢,31
嚣,37
嚴,127
嚷,57
嚼,39
囁,70
囉,17
囊,164
囑,17
囗,12
囚,1108
四,13357
回,26442
因,41272
团,33754
団,1157
囤,34
园,1567
囮,31
困,7240
囱,15
囲,926
図,1238
围,8455
固,3449
国,319372
图,7066
圃,60
圆,1059
圈,464
國,538
圍,58
圏,88
園,1658
圓,30
圖,119
團,94
土,19141
圣,3831
圧,678
在,270497
圭,1965
地,90668
圳,13
场,13345
圾,408
址,1024
坂,79
均,5652
坊,670
坍,16
坎,422
坏,4270
坐,2325
坑,204
块,1374
坚,5345
坛,4343
坝,105
坞,100
坟,114
坠,174
坡,1115
坤,31
坦,14340
坨,11
坪,71
坯,51
坳,10
坴,13
坻,17
垂,286
垃,407
垄,155
型,6280
垒,339
垛,10
垢,49
垣,50
垦,28
垫,126
垮,89
埃,5525
埋,1063
城,5279
埔,989
域,32175
埠,29
執,527
培,8244
基,42933
堀,29
堂,1367
堅,464
堆,497
堕,457
堡,1790
堤,97
堪,379
報,6811
場,10678
堵,170
塀,28
塁,20
塊,250
塌,120
塑,387
塔,5135
塗,295
塘,40
塚,16
塞,13175
塩,196
填,992
塵,145
境,22192
墅,45
墓,612
増,810
墙,918
墜,231
增,21007
墟,77
墨,2600
墩,21
墮,20
墳,23
壁,1426
壇,54
壊,2186
壌,21
壑,14
壓,83
壕,62
壞,131
壤,404
士,16703
壮,353
壯,36
声,9418
売,2471
壳,207
壶,48
壹,15
壺,46
壽,20
处,39426
备,15567
変,8025
复,13726
夏,1414
夔,11
夕,1065
外,46929
多,57110
夜,6538
够,12681
夠,190
夢,2038
夥,100
大,114949
天,24306
太,12640
夫,14705
夭,30
央,2016
夯,20
失,18508
头,7582
夷,125
夸,243
夹,184
夺,1919
夾,13
奄,24
奇,3960
奈,456
奉,1153
奋,592
奎,175
奏,656
契,992
奔,225
奖,1369
套,2078
奠,402
奢,115
奥,5890
奧,82
奨,562
奪,1026
奮,514
女,71857
奴,7781
奶,950
奸,935
她,25795
奻,11
好,49803
如,43959
妃,178
妄,426
妆,143
妇,25657
妈,7340
妊,472
妍,18
妒,139
妓,430
妖,277
妙,1226
妝,14
妞,157
妥,1058
妦,16
妨,2054
妬,233
妮,839
妲,21
妳,579
妹,2083
妻,3411
妾,11
姆,3803
姉,890
姊,97
始,14357
姐,2131
姑,561
姓,927
委,74659
姗,21
姚,11
姜,58
姥,17
姦,105
姨,211
姪,64
姫,222
姬,159
姻,973
姿,1095
威,11252
娃,310
娄,10
娅,284
娇,38
娘,3253
娛,15
娜,1261
娠,388
娣,20
娥,16
娩,234
娯,35
娱,267
娴,20
娶,232
娼,151
婆,860
婉,34
婊,253
婓,31
婚,6466
婢,28
婦,964
婪,72
婭,11
婴,738
婶,68
婷,31
婿,36
媒,2305
媚,40
媛,12
媲,14
媳,34
媽,572
嫁,513
嫂,55
嫉,332
嫌,3456
嫖,38
嫩,2769
嬉,816
嬢,372
嬰,33
嬴,10
嬷,38
孀,30
子,46997
孑,11
孔,363
孕,1532
字,8974
存,14865
孙,295
孚,16
孜,20
孝,114
孟,1149
季,1334
孤,1578
学,31897
孩,7765
孫,610
孰,12
孱,11
孳,21
孵,44
學,394
孺,16
孽,54
宁,1325
它,32049
宅,996
宇,1126
守,9790
安,58909
宋,143
完,15412
宏,713
宕,13
宗,5651
官,17491
宙,1061
定,116686
宛,845
宜,1419
宝,2994
实,55621
実,8583
宠,116
审,34579
客,4761
宣,13280
室,10053
宥,195
宪,6941
宫,485
宮,336
宰,359
害,20438
宴,204
宵,129
家,112989
容,11601
宽,1000
宾,1818
宿,1081
寂,492
寄,1954
寅,11
密,8543
寇,50
富,7801
寐,24
寒,600
寓,336
寛,459
寝,2213
寞,70
察,16781
寡,220
寥,49
實,642
寧,160
寨,934
審,933
寫,133
寬,79
寮,57
寰,11
寵,70
寶,190
寸,355
对,110774
寺,479
寻,3475
导,16536
対,6131
寿,489
封,2111
専,671
射,3796
将,56258
將,1014
專,70
尉,752
尊,5759
尋,901
對,2031
導,2312
小,33044
少,25512
尔,32271
尖,414
尘,235
尚,3605
尝,699
尤,6743
尧,31
尬,120
就,60287
尴,115
尸,723
尹,26
尺,498
尻,356
尼,21798
尽,12340
尾,918
尿,433
局,19203
屁,772
层,5219
居,11425
屈,911
屉,29
届,21902
屋,5222
屌,36
屍,69
屎,363
屏,170
屑,85
展,66990
属,7948
屠,604
屡,103
層,316
履,5792
屬,90
屯,29
山,5151
屿,1475
岁,3600
岂,39
岆,34
岌,84
岐,36
岔,31
岖,18
岗,338
岛,5521
岡,77
岩,451
岬,11
岭,64
岳,119
岸,1556
岿,37
峈,13
峙,74
峠,12
峡,198
峦,14
峭,18
峰,526
島,1018
峻,335
崇,1276
崎,148
崔,111
崖,162
崛,116
崩,710
崭,46
崽,36
嵌,63
嵐,308
嶋,10
巅,23
巒,13
川,1159
州,3380
巡,976
巢,73
巣,154
工,73442
左,2077
巧,835
巨,2725
巩,1092
巫,245
差,5563
己,10296
已,32899
巳,18
巴,29697
巷,73
巻,745
巾,181
币,2294
市,12100
布,17950
帅,268
帆,131
师,5230
希,12018
帐,1052
帕,1442
帖,37
帘,39
帚,13
帜,68
帝,4825
帥,79
带,9141
師,1692
席,21140
帮,9177
帯,1243
帰,5456
帳,314
帶,432
帷,23
常,25152
帽,620
幅,1672
幌,49
幕,1662
幢,49
幣,86
幫,394
干,14057
平,44253
年,147347
并,66443
幸,4623
幹,446
幺,20
幻,662
幼,896
幽,680
幾,523
广,6936
庁,135
広,1139
庄,727
庆,735
庇,1101
床,1623
序,11847
库,4190
应,58281
底,5135
店,2613
庙,96
庚,16
府,37542
庞,296
废,2505
度,37738
座,4344
庫,1050
庭,15909
庶,46
康,5775
庸,104
廁,22
廃,277
廉,546
廊,391
廓,24
廖,17
廚,34
廝,12
廠,30
廢,47
廣,42
廳,42
延,4640
廷,2124
建,49439
廻,75
开,48203
弁,1309
异,2133
弃,2567
弄,1527
弈,16
弊,255
式,25815
弓,166
弔,37
引,12596
弗,1650
弘,62
弛,23
弟,4260
张,3744
弥,497
弦,86
弧,290
弭,10
弯,144
弱,4675
張,2789
強,4254
弹,3811
强,33595
弾,1997
彈,89
彎,20
归,2409
当,57683
录,8606
彗,47
彙,34
形,11630
彥,41
彦,61
彩,586
彪,23
彫,108
彬,27
彭,88
彰,113
影,17296
彷,39
役,3312
彻,1718
彼,58867
彿,15
往,6737
征,3485
径,2203
待,18334
很,26913
徊,53
律,22677
後,12980
徐,99
徒,4201
従,2469
得,61748
徘,53
徙,2320
從,1018
御,6143
徨,25
復,2120
循,1594
微,2123
徳,408
徴,266
徵,19
德,13998
徹,323
徽,71
心,35245
必,41885
忆,968
忌,428
忍,3450
忏,52
忒,151
志,3003
忘,5257
忙,2237
応,2095
忠,1138
忡,36
忧,740
快,11511
忱,19
念,7373
忽,1125
忿,10
怀,2278
态,5291
怂,78
怎,12136
怒,2103
怕,2567
怖,11860
怜,443
思,24918
怠,189
怡,17
急,8687
性,61703
怨,370
怪,2847
怯,245
总,20490
恃,10
恅,13
恆,16
恋,1610
恍,22
恐,15495
恒,290
恕,284
恙,32
恢,3684
恣,14
恤,1173
恥,736
恨,1148
恩,4198
恪,87
恫,94
恭,337
息,18397
恰,1101
恳,111
恵,1213
恶,3153
恺,17
恼,137
恿,78
悄,155
悅,56
悉,944
悍,44
悔,1211
悖,186
悚,27
悟,945
悠,287
患,1690
悦,190
您,2502
悩,487
悪,9184
悬,432
悯,74
悲,3680
悶,23
悸,14
悼,264
情,46952
惊,1411
惋,20
惑,1351
惕,178
惚,171
惜,583
惟,142
惠,1595
惡,415
惦,17
惧,616
惨,798
惩,2174
惫,33
惭,21
惮,54
惯,1942
惰,55
惱,17
想,29140
惶,35
惹,367
惺,25
愁,111
愈,435
愉,404
意,60994
愕,22
愚,911
愛,5867
感,22104
愣,15
愤,281
愧,159
愿,9436
慄,11
慈,2374
態,2163
慌,293
慎,1181
慑,140
慕,390
慘,25
慢,2657
慣,668
慧,321
慨,404
慮,709
慰,652
慶,40
慷,336
慾,25
憂,165
憋,31
憎,501
憐,101
憑,120
憤,72
憧,77
憩,259
憫,38
憬,17
憲,129
憶,1108
憾,1579
懂,1271
懇,78
懈,366
應,1102
懊,18
懐,188
懒,107
懦,113
懲,1726
懶,13
懷,119
懸,426
懺,23
懼,104
戀,47
戈,1456
戊,24
戎,11
戏,1173
成,77381
我,253694
戒,1571
或,47997
战,23257
戚,230
戟,16
戦,5867
截,2140
戮,219
戯,166
戰,288
戲,102
戳,61
戴,1160
戶,55
户,4401
戸,280
戻,7172
房,6723
所,103251
扁,103
扂,94
扇,196
扉,233
手,31042
才,9210
扎,1142
扑,106
扒,31
打,16480
扔,418
払,1971
托,6411
扛,39
扣,896
执,31874
扩,8235
扪,13
扫,774
扬,2164
扭,602
扮,372
扯,317
扰,1459
扱,880
扳,56
扶,792
批,7666
扼,153
找,8751
承,17261
技,20542
抄,101
抉,54
把,17118
抑,710
抓,1557
投,12130
抖,77
抗,3085
折,1730
抚,436
抛,417
抜,1788
択,2128
抢,732
护,22437
报,60919
抨,32
披,629
抬,280
抱,3554
抵,2301
抹,233
押,3094
抽,870
拂,22
担,12154
拆,503
拇,41
拉,38308
拋,48
拌,34
拍,1508
拐,720
拒,3255
拓,260
拔,276
拖,1524
拗,16
拘,3047
拙,54
拚,17
招,2539
拜,3554
拝,894
拟,7809
拠,1598
拡,506
拢,42
拣,33
拥,3490
拦,199
拧,29
拨,1901
择,5546
括,29494
拭,163
拮,28
拯,489
拱,28
拳,444
拴,21
拶,328
拷,293
拸,12
拼,240
拽,33
拾,515
拿,7453
持,54774
挂,778
指,33191
按,11577
挑,6070
挖,362
挙,613
挚,98
挛,11
挝,544
挟,114
挠,235
挡,273
挣,214
挤,337
挥,5435
挨,511
挪,1576
挫,307
振,1863
挺,807
挽,219
挿,168
捂,15
捅,55
捆,64
捉,341
捌,11
捍,609
捎,17
捏,282
捐,6542
捕,6415
捗,45
捜,3350
捞,427
损,5806
捡,94
换,3271
捣,114
捧,344
捨,1636
据,35892
捱,12
捲,32
捷,1304
捻,27
掀,39
掂,15
掃,495
授,5948
掉,2397
掌,1507
掏,58
掐,27
排,10826
掘,586
掙,12
掛,1512
掟,263
掠,229
採,338
探,6886
掣,14
接,20651
控,8306
推,8893
掩,430
措,21554
掮,21
掰,23
掲,87
掳,12
掴,372
掷,94
掸,29
掺,27
掻,82
揃,169
揆,14
揉,84
揍,128
描,1428
提,98779
插,482
揚,141
換,1224
握,1640
揣,15
揪,40
揭,463
揮,392
援,17806
揺,435
揽,306
搁,245
搂,29
搅,91
損,831
搏,85
搐,12
搔,18
搖,29
搜,951
搞,1656
搬,810
搭,560
搶,36
携,1499
搾,44
摂,134
摄,645
摆,1115
摇,432
摈,26
摊,2015
摒,74
摔,172
摘,1071
摧,571
摩,4497
摸,331
摺,12
撂,12
撃,5692
撇,40
撐,16
撑,227
撒,2484
撕,141
撞,566
撤,2723
撥,19
撫,41
撬,41
播,3395
撮,803
撰,394
撲,65
撵,12
撼,58
撿,12
擁,132
擂,12
擅,206
擇,79
擊,168
擋,22
操,2230
擎,161
擒,27
擔,160
據,127
擠,14
擦,374
擬,63
擺,32
擾,41
攀,86
攒,13
攔,12
攝,34
攣,29
攪,17
攫,55
支,37471
收,17951
攸,859
改,20902
攻,3927
放,16784
政,82217
故,5225
效,21601
敌,1544
敏,1151
救,9650
敕,16
敖,12
敗,1616
敘,22
教,31564
敛,19
敞,99
敢,1643
散,6558
敦,4300
敬,1941
数,36557
敲,358
整,10906
敵,2649
敷,308
數,147
文,48925
斉,129
斋,59
斌,23
斎,126
斐,574
斑,123
斕,62
斗,2846
料,16413
斜,163
斟,111
斡,272
斤,162
斥,756
斧,123
斩,54
斬,91
断,7985
斯,54819
新,39156
斷,83
方,125548
於,1208
施,35407
旁,557
旅,4988
旋,768
族,16734
旗,652
无,21680
既,3087
日,89359
旦,2364
旧,1112
旨,4396
早,9014
旬,167
旱,767
时,63486
旷,99
旺,2319
昂,2432
昆,444
昇,428
昌,43
明,48619
昏,292
易,16085
昔,1368
星,8385
映,4509
春,1012
昧,144
昨,3119
昭,226
是,224826
昵,17
昼,827
显,6547
時,24160
晃,109
晋,237
晒,247
晓,288
晕,132
晚,4950
晝,32
晤,506
晦,39
晨,349
晩,1081
普,9595
景,3590
晰,273
晴,1666
晶,149
智,2404
晾,21
暁,107
暂,2325
暇,542
暈,12
暑,325
暖,745
暗,2758
暢,23
暦,38
暨,12
暫,151
暮,833
暴,10176
暹,17
曇,52
曉,34
曖,50
曙,30
曜,1005
曝,55
曦,14
曬,13
曰,24
曲,1661
更,29167
書,5654
曹,368
曼,2798
曽,24
曾,4268
替,3465
最,51789
會,2859
月,69197
有,223720
朋,3332
服,18657
朔,23
朕,20
朗,3592
望,16436
朝,4518
期,48909
朦,13
朧,25
木,2716
未,18560
末,2288
本,61845
札,243
朮,24
术,19259
朱,455
朴,122
朵,265
机,59084
朽,90
杀,7486
杂,2589
权,71104
杅,29
杆,250
杉,205
李,665
杏,36
材,4129
村,4386
杖,270
杜,1483
杞,11
束,9584
杠,196
条,50602
来,98034
杨,105
杭,119
杯,2230
杰,2148
東,1377
松,1397
板,1434
极,11190
构,35832
枉,126
析,5171
枕,131
林,8060
枚,750
果,37033
枝,225
枠,73
枢,180
枣,31
枪,2820
枫,11
枭,23
枯,219
架,10219
枷,48
柄,422
柏,461
某,7761
柑,43
染,4018
柔,311
柜,189
柠,51
查,29465
柩,10
柬,981
柯,384
柱,634
柳,84
柴,209
柵,41
査,4014
柿,15
栄,793
栅,59
标,27146
栈,16
栋,166
栏,360
树,1056
栓,55
栖,96
栗,41
校,6370
栦,15
栩,16
株,334
样,28681
核,18771
根,27022
格,14393
栽,81
桁,81
桂,34
桃,228
桅,24
框,7516
案,62136
桌,1006
桑,2306
桔,12
桜,54
桟,19
档,869
桥,434
桨,17
桩,68
桶,303
桿,14
梁,204
梅,1423
梗,22
條,187
梢,11
梦,1127
梨,51
梭,65
梯,403
械,728
梱,15
梳,68
梵,49
梶,26
检,5971
棄,496
棉,309
棋,109
棍,148
棒,2298
棕,101
棗,30
棘,188
棚,247
棟,115
森,5567
棱,56
棲,26
棵,94
棺,140
椅,493
植,1642
椎,85
椒,84
検,2184
椰,53
椿,10
楊,26
楔,11
楕,15
楚,2128
楠,23
業,3280
極,805
楷,40
楼,1316
楽,4415
概,5329
榄,91
榈,47
榜,174
榨,30
榮,39
榴,154
榻,18
構,1839
槌,35
槍,279
様,5197
槛,68
槟,77
槽,122
槿,15
樂,398
樊,10
樓,91
標,1428
模,6283
樣,1641
権,2116
横,1137
樫,33
樱,52
樹,267
樽,54
橄,93
橇,21
橋,396
橘,35
橙,58
機,5250
橡,115
橫,22
橱,55
檎,22
檐,13
檔,35
檢,89
檬,56
檻,72
櫑,13
欄,45
權,134
欠,1710
次,40194
欢,11207
欣,989
欧,15251
欲,5190
欸,10
欺,1246
款,22663
歇,309
歉,2203
歌,2273
歎,23
歐,45
歓,384
歡,448
止,23559
正,45916
此,42172
步,16623
武,21250
歧,8355
歩,2229
歪,207
歯,622
歲,130
歳,1545
歴,866
歷,89
歸,296
歹,61
死,24407
歼,15
殃,36
殆,158
殉,85
殊,2551
残,9601
殖,2746
殘,45
殡,11
殲,10
殴,824
段,25700
殷,33
殺,14272
殻,91
殼,13
殿,775
毀,166
毁,3920
毅,50
毋,44
母,8639
毎,1311
每,12390
毒,9844
比,27225
毕,1646
毗,126
毙,105
毛,3416
毡,10
毫,1961
毯,161
